Series Name,"Series Code","Country Name","Country Code","2000 [YR2000]","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]"
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Congo, Rep.","COG","25.8","","","","","26.4","","","","","27.4","","","","","26.7",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Costa Rica","CRI","17.8","","","","","14.2","","","","","13.6","","","","","14.9",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Cote d'Ivoire","CIV","27.7","","","","","26.3","","","","","26.1","","","","","24",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Croatia","HRV","14.6","","","","","13.6","","","","","10.4","","","","","9.2",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Cuba","CUB","15.7","","","","","11.4","","","","","8.3","","","","","7.6",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Curacao","CUW","","","","","","","","","","","","","","","","",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Cyprus","CYP","11.6","","","","","11.4","","","","","7.6","","","","","6.5",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Czech Republic","CZE","14.5","","","","","12.6","","","","","7.6","","","","","6.5",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Denmark","DNK","9.5","","","","","6.4","","","","","4.9","","","","","3.4",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Djibouti","DJI","27.3","","","","","28.9","","","","","31.2","","","","","24.9",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Dominica","DMA","","","","","","","","","","","","","","","","",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Dominican Republic","DOM","28.1","","","","","27.5","","","","","25.7","","","","","27.8",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Ecuador","ECU","13.7","","","","","16.7","","","","","24.4","","","","","20.7",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Egypt, Arab Rep.","EGY","11.4","","","","","11.2","","","","","14.9","","","","","13.3",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","El Salvador","SLV","35.6","","","","","29.6","","","","","22.2","","","","","19",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Equatorial Guinea","GNQ","19.7","","","","","17.1","","","","","19.2","","","","","20.8",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Eritrea","ERI","24.6","","","","","26.9","","","","","27.9","","","","","24.9",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Estonia","EST","17.4","","","","","14.1","","","","","6.7","","","","","6.3",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Ethiopia","ETH","23","","","","","23.3","","","","","23.2","","","","","27.3",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Faroe Islands","FRO","","","","","","","","","","","","","","","","",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Fiji","FJI","9.8","","","","","9.7","","","","","8.1","","","","","5.8",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Finland","FIN","8.1","","","","","7.3","","","","","5.2","","","","","4.4",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","France","FRA","12.9","","","","","8.7","","","","","6.3","","","","","5.1",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","French Polynesia","PYF","","","","","","","","","","","","","","","","",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Gabon","GAB","23.2","","","","","24.6","","","","","24.2","","","","","22.7",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Gambia, The","GMB","30.2","","","","","30.9","","","","","31.3","","","","","30.4",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Georgia","GEO","10.8","","","","","12.5","","","","","16.6","","","","","11.6",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Germany","DEU","9.4","","","","","6.7","","","","","4.7","","","","","4.2",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Ghana","GHA","26.8","","","","","28.1","","","","","27.6","","","","","26.1",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Gibraltar","GIB","","","","","","","","","","","","","","","","",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Greece","GRC","20","","","","","16.8","","","","","12.8","","","","","8.1",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Greenland","GRL","","","","","","","","","","","","","","","","",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Grenada","GRD","4.9","","","","","11.9","","","","","5.6","","","","","6.6",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Guam","GUM","","","","","","","","","","","","","","","","",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Guatemala","GTM","7.8","","","","","4.8","","","","","13.8","","","","","19.9",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Guinea","GIN","26","","","","","27.9","","","","","29.1","","","","","28.1",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Guinea-Bissau","GNB","25.7","","","","","27.1","","","","","27.3","","","","","26.8",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Guyana","GUY","26.2","","","","","27.7","","","","","16.9","","","","","15.3",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Haiti","HTI","14.4","","","","","14.9","","","","","15.8","","","","","15.3",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Honduras","HND","15.4","","","","","16.4","","","","","16.9","","","","","16.5",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Hong Kong SAR, China","HKG","","","","","","","","","","","","","","","","",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Hungary","HUN","12.6","","","","","14.8","","","","","9.1","","","","","7.5",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Iceland","ISL","10.9","","","","","6.3","","","","","2.5","","","","","3.6",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","India","IND","15","","","","","16.9","","","","","19.7","","","","","21.2",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Indonesia","IDN","15.7","","","","","16.1","","","","","17.5","","","","","15.5",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Iran, Islamic Rep.","IRN","31.6","","","","","39.2","","","","","32.3","","","","","28",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Iraq","IRQ","17.5","","","","","16.8","","","","","18.4","","","","","17.8",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Ireland","IRL","11","","","","","9.6","","","","","4.7","","","","","4",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Isle of Man","IMN","","","","","","","","","","","","","","","","",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Israel","ISR","7.6","","","","","6.7","","","","","4.7","","","","","3.2",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Italy","ITA","13.8","","","","","10.6","","","","","7.2","","","","","5.6",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Jamaica","JAM","11.2","","","","","11.4","","","","","9.8","","","","","10",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Japan","JPN","12.3","","","","","9.2","","","","","5.4","","","","","4.7",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Jordan","JOR","24.3","","","","","25.3","","","","","23.8","","","","","23.6",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Kazakhstan","KAZ","14","","","","","31.3","","","","","26.3","","","","","23.2",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Kenya","KEN","29","","","","","28.9","","","","","29","","","","","30.5",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Kiribati","KIR","8.8","","","","","11.4","","","","","6.5","","","","","2.4",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Korea, Dem. People’s Rep.","PRK","20.8","","","","","20.2","","","","","20.8","","","","","20.7",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Korea, Rep.","KOR","26.3","","","","","16.6","","","","","14","","","","","12",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Kosovo","XKX","","","","","","","","","","","","","","","","",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Kuwait","KWT","26.4","","","","","28","","","","","20.1","","","","","17.7",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Kyrgyz Republic","KGZ","12","","","","","17.2","","","","","18.2","","","","","20.1",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Lao PDR","LAO","17.6","","","","","17.1","","","","","16","","","","","15",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Latvia","LVA","28.8","","","","","21.3","","","","","11.8","","","","","9.9",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Lebanon","LBN","20.2","","","","","20","","","","","19.6","","","","","19.3",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Lesotho","LSO","27.1","","","","","25.2","","","","","26.2","","","","","26.1",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Liberia","LBR","30.3","","","","","33.4","","","","","32.3","","","","","35.1",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Libya","LBY","23.2","","","","","23.8","","","","","23.8","","","","","25.3",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Liechtenstein","LIE","","","","","","","","","","","","","","","","",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Lithuania","LTU","23.7","","","","","27","","","","","13.2","","","","","13",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Luxembourg","LUX","17.1","","","","","10.2","","","","","5.8","","","","","7.7",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Macao SAR, China","MAC","","","","","","","","","","","","","","","","",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Macedonia, FYR","MKD","7.8","","","","","6.8","","","","","7.6","","","","","8.1",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Madagascar","MDG","29.7","","","","","30.2","","","","","31.5","","","","","31.4",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Malawi","MWI","31","","","","","31.3","","","","","30.3","","","","","34.2",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Malaysia","MYS","24.8","","","","","22.6","","","","","23","","","","","22.3",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Maldives","MDV","2.5","","","","","3","","","","","3.2","","","","","3.3",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Mali","MLI","23.1","","","","","25","","","","","26.1","","","","","25.3",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Malta","MLT","4.7","","","","","4.1","","","","","3.9","","","","","5.5",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Marshall Islands","MHL","","","","","","","","","","","","","","","","",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Mauritania","MRT","24.2","","","","","25","","","","","25.2","","","","","24.2",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Mauritius","MUS","15.7","","","","","10.3","","","","","12.5","","","","","12.9",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Mexico","MEX","13.6","","","","","15","","","","","14.4","","","","","11.8",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Micronesia, Fed. Sts.","FSM","16.4","","","","","0","","","","","2.9","","","","","2",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Moldova","MDA","13.8","","","","","16.3","","","","","14.5","","","","","10.7",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Monaco","MCO","","","","","","","","","","","","","","","","",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Mongolia","MNG","17.8","","","","","21.5","","","","","19.7","","","","","20.8",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Montenegro","MNE","16.9","","","","","15.1","","","","","14.6","","","","","10.3",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Morocco","MAR","22.8","","","","","23.4","","","","","22.3","","","","","18.6",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Mozambique","MOZ","31.7","","","","","31.9","","","","","32.4","","","","","33.1",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Myanmar","MMR","22.1","","","","","19.2","","","","","18.4","","","","","19.5",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Namibia","NAM","20.4","","","","","20.2","","","","","21.5","","","","","23.6",""
"Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","Nauru","NRU","","","","","","","","","","","","","","","","",""
